Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19960714,Merge To State,Chemical Bank,103011
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19930101,Merge To Federal,"Chase Manhattan Bank, N.A., The",5800033
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19840801,Name Change To,"Chase Lincoln First Bank, National Association",
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19840701,Company Sold To,Chase Manhattan National Corporation,
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19720101,Name Change To,"Lincoln First Bank-Central, N.A.",
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19590401,Name Change To,Lincoln National Bank & Trust Co of Central NY,
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19571001,Merge To Federal,Lincoln National Bank & Trust Co of Syracuse,8500128
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19240000,Bank To Trust Co.,"Seneca County Trust Company of Seneca Falls, NY",
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,19240000,Converted To,"Exchange Bank of Seneca Falls, N.Y.",
"Exchange Bank of Seneca Falls, N.Y.",8000214,Former Bank/Trust Company,18650000,Established,"National Exchange Bank of Seneca Falls, NY",
"Exchange National Bank of Olean, The",8000184,Former Bank/Trust Company,19891006,Merge To State,Irving Trust Company,102015
"Exchange National Bank of Olean, The",8000184,Former Bank/Trust Company,19891006,Name Change To,"Bank of New York, The",
"Exchange National Bank of Olean, The",8000184,Former Bank/Trust Company,19760101,Merge To State,"Bank of New York, The (9/1922-10/1989)",8000241
"Exchange National Bank of Olean, The",8000184,Former Bank/Trust Company,19690507,Converted To,"Exchange Bank of Olean, The",
"Exchange National Bank of Olean, The",8000184,Former Bank/Trust Company,18780000,Established,"Exchange National Bank of Olean, The",
"Export-Import Bank of Korea, The",2205001,Foreign Representative Offices,19940506,Licensed,"Export-Import Bank of Korea, The",
Extebank,105010,Trust Company,20070801,Merge To Federal,"Capital One, N.A.",5801214
Extebank,105010,Trust Company,19960315,Merge To State,North Fork Bank,170005
Extebank,105010,Trust Company,19800630,Name Change To,Extebank,
Extebank,105010,Trust Company,19800630,Acquire By Merger,Century National Bank and Trust Company,8500002
Extebank,105010,Trust Company,19070711,NYS Chartered,Bank of Suffolk County,
Fabricated Steel Workers Credit Union,8300110,Former Credit Union,19640407,Liquidated,,
Fabricated Steel Workers Credit Union,8300110,Former Credit Union,19400408,NYS Chartered,Fabricated Steel Workers Credit Union,
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,20040630,Convert Federal,HSBC Bank USA,
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19991231,Merge To State,Republic Bank of New York,170040
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19991231,Name Change To,HSBC Bank USA,
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19990329,Name Change To,HSBC Bank USA,
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19970301,Merge To State,Marine Midland Bank,5800183
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19751015,Merge To Federal,First Federal Savings & Loan Assoc. of Rochester,5800081
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19380000,Name Change To,Fair City Savings & Loan Association,
Fair City Co-Operative Savings & Loan Assoc,8200041,Former Savings and Loan,19080708,NYS Chartered,Fair City Co-Operative Savings & Loan Assoc,
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,20040630,Convert Federal,HSBC Bank USA,
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19991231,Merge To State,Republic Bank of New York,170040
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19991231,Name Change To,HSBC Bank USA,
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19990329,Name Change To,HSBC Bank USA,
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19970301,Merge To State,Marine Midland Bank,5800183
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19751015,Merge To Federal,First Federal Savings & Loan Assoc. of Rochester,5800081
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19380000,Name Change To,Fair City Savings & Loan Association,
Fair City Federal Savings & Loan Association,8200041,Former Savings and Loan,19080708,NYS Chartered,Fair City Co-Operative Savings & Loan Assoc,
Fair City Savings & Loan Association,8200041,Former Savings and Loan,20040630,Convert Federal,HSBC Bank USA,
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19991231,Name Change To,HSBC Bank USA,
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19991231,Merge To State,Republic Bank of New York,170040
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19990329,Name Change To,HSBC Bank USA,
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19970301,Merge To State,Marine Midland Bank,5800183
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19751015,Merge To Federal,First Federal Savings & Loan Assoc. of Rochester,5800081
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19380000,Name Change To,Fair City Savings & Loan Association,
Fair City Savings & Loan Association,8200041,Former Savings and Loan,19080708,NYS Chartered,Fair City Co-Operative Savings & Loan Assoc,
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19921001,Merge To State,Fleet Bank of New York,114025
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19920101,Name Change To,"Fleet Bank of New York, N.A.",
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19870401,Merge To Federal,"Norstar Bank, N.A.",170048
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19851201,Name Change To,Norstar Bank (Rochester),
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19841201,Name Change To,Security Norstar Bank,
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19840401,Name Change To,Security Trust Company,
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19440529,Merge To State,Security Trust Company of Rochester,8000254
Fairport National Bank and Trust Company,8500257,Former Bank/Trust Company,19160000,Established,Fairport National Bank and Trust Company,
Fairport Permanent Loan Association,306001,Savings & Loans,20120629,Convert State,Fairport Savings Bank,
Fairport Permanent Loan Association,306001,Savings & Loans,19991231,Convert Federal,Fairport Savings Bank,
Fairport Permanent Loan Association,306001,Savings & Loans,19390301,Name Change To,Fairport Saving & Loan Association,
Fairport Permanent Loan Association,306001,Savings & Loans,18880507,NYS Chartered,Fairport Permanent Loan Association,
Fairport Saving & Loan Association,306001,Savings & Loans,20120629,Convert State,Fairport Savings Bank,
Fairport Saving & Loan Association,306001,Savings & Loans,19991231,Convert Federal,Fairport Savings Bank,
Fairport Saving & Loan Association,306001,Savings & Loans,19390301,Name Change To,Fairport Saving & Loan Association,
Fairport Saving & Loan Association,306001,Savings & Loans,18880507,NYS Chartered,Fairport Permanent Loan Association,
Fairport Savings Bank,306001,Savings & Loans,20120629,Convert State,Fairport Savings Bank,
Fairport Savings Bank,306001,Savings & Loans,19991231,Convert Federal,Fairport Savings Bank,
Fairport Savings Bank,306001,Savings & Loans,19390301,Name Change To,Fairport Saving & Loan Association,
Fairport Savings Bank,306001,Savings & Loans,18880507,NYS Chartered,Fairport Permanent Loan Association,
Fallkill Bank,8500153,Former Bank/Trust Company,19821101,Convert Federal,"Barclays Bank of New York, N.A.",5800003
Fallkill Bank,8500153,Former Bank/Trust Company,19821101,Merge To State,Barclays Bank of New York,8000242
Fallkill Bank,8500153,Former Bank/Trust Company,19750430,Acquire By Merger,Bankers Trust of Rockland County,8000219
Fallkill Bank,8500153,Former Bank/Trust Company,19710101,Name Change To,"Bankers Trust Company of Hudson Valley, N.A.",
Fallkill Bank,8500153,Former Bank/Trust Company,19680201,Name Change To,State of New York National Bank,
Fallkill Bank,8500153,Former Bank/Trust Company,19671201,Convert Federal,Fallkill National Bank and Trust Company,
Fallkill Bank,8500153,Former Bank/Trust Company,19660401,Convert State,Fallkill Bank & Trust Company,
Fallkill Bank,8500153,Former Bank/Trust Company,18650000,Convert Federal,Fallkill National Bank & Trust Co of Poughkeepsie,
Fallkill Bank,8500153,Former Bank/Trust Company,18520000,Established,Fallkill Bank,
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19821101,Convert Federal,"Barclays Bank of New York, N.A.",5800003
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19821101,Merge To State,Barclays Bank of New York,8000242
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19750430,Acquire By Merger,Bankers Trust of Rockland County,8000219
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19710101,Name Change To,"Bankers Trust Company of Hudson Valley, N.A.",
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19680201,Name Change To,State of New York National Bank,
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19671201,Convert Federal,Fallkill National Bank and Trust Company,
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,19660401,Convert State,Fallkill Bank & Trust Company,
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,18650000,Convert Federal,Fallkill National Bank & Trust Co of Poughkeepsie,
Fallkill Bank and Trust Company,8500153,Former Bank/Trust Company,18520000,Established,Fallkill Bank,
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19821101,Merge To State,Barclays Bank of New York,8000242
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19821101,Convert Federal,"Barclays Bank of New York, N.A.",5800003
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19750430,Acquire By Merger,Bankers Trust of Rockland County,8000219
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19710101,Name Change To,"Bankers Trust Company of Hudson Valley, N.A.",
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19680201,Name Change To,State of New York National Bank,
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19671201,Convert Federal,Fallkill National Bank and Trust Company,
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,19660401,Convert State,Fallkill Bank & Trust Company,
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,18650000,Convert Federal,Fallkill National Bank & Trust Co of Poughkeepsie,
Fallkill National Bank & Trust Co of Poughkeepsie,8500153,Former Bank/Trust Company,18520000,Established,Fallkill Bank,
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19910601,Merge To Federal,"Key Bank of Eastern New York, N.A.",170007
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19831216,Merge To Federal,"Key Bank of Western New York, N.A.",8500140
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19830401,Name Change To,Key Bank,
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19730101,Name Change To,Bankers Trust Company of Western New York,
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19710101,Name Change To,Bankers Trust of Jamestown,
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,19310701,Merge To State,Bank of Jamestown,8000246
Farmers and Mechanics Bank (Jamestown),8000477,Former Bank/Trust Company,18910000,Established,Farmers and Mechanics Bank (Jamestown),
Farmers and Merchants' Bank (Cobleskill),8000489,Former Bank/Trust Company,19391001,Liquidated,,
Farmers and Merchants' Bank (Cobleskill),8000489,Former Bank/Trust Company,18930000,Established,Farmers and Merchants' Bank (Cobleskill),
Farmers Bank of Springville,92,Bank,19460430,Merge To State,Manufacturers and Traders Trust Company,113003
Farmers Bank of Springville,92,Bank,19020000,Established,Farmers Bank of Springville,
Farmers Fire Insurance and Loan Company,8000417,Former Bank/Trust Company,19760000,Name Change To,"Citibank, N.A.",
Farmers Fire Insurance and Loan Company,8000417,Former Bank/Trust Company,19630101,Merge To Federal,First National City Bank,4400000
